Túp lều	庐
Biển vàng	黃海
phi lý	谬
Ngỗng hoang dã	鴈
Quốc tịch	国籍
Barbara	芭芭拉
khối	挡
Bộ tứ	四重奏
Sáng	耀
thổi	吹
Hai	兩
Nơi cư trú	寓所
Chuồng lợn	猪笼
Fuzhi	府志
Luân phiên	候補
Indiana	印第安纳州
mở rộng	延伸
mẹ	母亲
Điện thoại di động	手机
kê chung	粢
kết quả của	的結果
Chủ nghĩa nhiệt đới	向性
Oscar	奥斯卡
gặp gỡ	會
Kem phủ lên bánh	釉
Eisen	艾森
Văn phòng	務所
Tịch thu	缴获
Đề tài	專題
Quận De	德縣
Tranh giành quyền bá chủ	争霸
người môi giới	侩
Đôrêmon	哆啦夢
Arp	阿普
Chim vàng anh	鹂
Âm	荺
Castro	卡斯特罗
Khung	祯
nốt ruồi	鼹
giật gân	溅
Loạt	连续剧
điên	狂
hướng dẫn	指导
Móng tay	指甲
Vắt kiệt	搲
Điện khí hóa	電氣化
Bộ trưởng trung thành	忠臣
Ngoại hối	外匯
Gentry	士族
Thống đốc	省长
Người israel	以色
lấp lánh	爍
đúng giờ	時間內
Trung tâm về phía trước	中锋
giống như	同於
Tóm lại là	结论
Được liệt kê là	列为
nghệ thuật	美术
Yucai	育才
Zhuo	篏
Sự thông minh	情報
tiết lộ	揭示
tiếng ồn	噪
Brittany	布列塔尼
thoát ra	澌
Tây An	蟇
mưa bão	霣
Của tôi	礦場
Sebasti	塞巴斯蒂
mệt mỏi	殢
Gọi nó đi	称之为
cái nhìn	睞
Vượt qua	过
Zhu	篭
cấp lãnh đạo	梯队
Thị trấn	該鎮
Bỏ cuộc	口鼻部
Kết hôn	嫁給
Được hỗ trợ	為輔
lo lắng	急
Giám sát	監管
bánh mỳ	麵包
Nicholas	尼古拉斯
Bột giấy	漿
tiền giấy	钞票
Giàu có	里士
Hừ hừ	哼
chuyên quyền	專制
không gian	空间
Xu	訏
rút ngắn	缩短
lái xe	帶動
số ba	三
Câu lạc bộ thể thao	體育會
Jiong	炅
kích hoạt	激活
Ụt	壆
Chạm khắc	彫
Phép tính	運算
Madu	马杜
Rải rác	散館
tia chớp	閃電
Soochow	东吴
nốt ruồi	痣
Triều đại	皇朝
Shi	輊
quỷ lùn	矮人
Minato	港区
con sông	江河
Hằng ngày	日日
Một cách bất cẩn	不慎
Lan tràn	蔓延
trêu chọc	嬲
Hãy học	讓學
Phiên dịch	译
lẫn nhau	相互
Con nai	荵
sao Mộc	木星
Hollywood	好莱坞
Thiền sư	禅师
Ghen tuông	遢
Cửa xe	车门
nền tảng	础
Bondi	邦迪
đại sảnh	廳舍
Học khu	學區
Barb	鲃
Quãng tám	八度
cá tầm	鳇
Treo	珩
đề tài	題目
Ấn Độ	印地安人
dẫn đường	導航
vô tội	无辜
Rudolph	魯道夫
Tháng sáu	椚
nút bần	科克
Ấn tượng tốt	好感
Ti	媞
hiếm hoi	罕见
Và sẽ	而將
vải lanh mịn	緦
Câm	倝
thông thường	平时
hệ số	因子
từ trường	磁场
Trước kia	前為
giảng viên	講師
Thua	虧損
King Kong	金剛
Pakistan	巴基斯坦
Lối vào hang động	洞口
Hiện có	現存
Săn bắn	捕獵
Thế hệ	生代
bực mình	生气
Thị giác	视线
sức ép	压强
Tin tức	資訊
lửa	熛
Âm	瀷
căn bản	部首
Toyotomi	豐臣
piebald	骓
Đàn anh	长老
Viên	球團
Bún	甶
Lớn lên	生長
điện giật	電擊
chó dại	猘
Nói	讲述
Fontan	埛
Lá cây	葉
chế độ ăn	饮食
khoe khoang	诩
Tóm lại là	結論
Trở thành một vị Phật	成佛
Helen	海伦
Xây dựng	廈
Robert	羅伯特
lực sĩ	运动员
bẻ cong	抝
Ying	瀛
Hy Lạp cổ đại	古希腊
Ngã	下跌
Gà trống vàng	金鸡
Triệu	萬人
tiền lương	薪
Li	嬇
Đông Ấn Độ	东印度
hiện hành	現有的
Nhân nhượng	綏靖
Maine Loire	曼恩卢瓦尔省
đấu tranh	奮鬥
Tường	墻
Lỏng lẻo	寬鬆
Sóc	鹯
khỏe	精
Tim mạch	心血管
Lễ tạ ơn	感恩
Cuộc đua	人種
Tuyên truyền	宣傳
Nhân dân tệ với	元配
An Ren	安人
Như	作为
đến	到来
Số phận	他命
Hệ thống trường học	学制
Nghỉ ngơi	憩
Sâu	顦
Bùng nổ	景氣
làm sao	怎樣
giám đốc	主任
thoát ra	爆发
quả thận	腎
Kinh điển	經學
Phong cảnh	景物
Miao	牕
Hawke	霍克
Chương trình này	此劇
giải cứu	抢救
ca sĩ	歌手
Dianzhen	店镇
chiều dài đầy đủ	全长
Đông người	擁擠
Shao	嵙
bờ Nam	南边
đói bụng	餓
Yi	渉
đơn giản	简
Màn	屏
Dệt	编成
giám sát	監測
Chưng cất	蒸馏
Hiện tượng thiên văn	天象
Taikoo	太古
Ghi chú	注意
Ban Công tác Mặt trận Thống nhất	统战部
May thay	幸得
Đàn áp	勦
Xung quanh	一带
đế chế	帝國
dịch	流体
Sự bắt chước	仿制
Y khoa	醫
Tốt	俾
giống như	同于
Yan	瀼
Lính canh	卫军
Thực hành	力行
Trái cây	波尔
Sôi lên	疒
Trích xuất	抽取
muốn	通缉
Shimen	石门
điều này	這位
Cùng với	也與
Nanxi	南溪
Trung Quốc ở nước ngoài	侨
Máy điều hòa	冷氣
người kế vị	接班人
Đảo ngược	逆向
nghĩa hẹp	狹義
chính ủy	政委
Mel	梅爾
Guadara	瓜达拉
Hội nhập	整合
Bocheng	伯承
Thủ môn	門將
theo chiều dọc	豎
Chi	袀
Sinh lý học	生理學
Grebe	鷉
phân loại như	歸類於
Âm	馑
Yi	丂
hội chợ đền	庙会
Wan	暓
Zhuang	壮族
Galle	加勒
của chúng tôi	們的
Thơ	詩歌
Yu	苰
Đến Trung Quốc	来华
iridium	銥
Đỏ tía	勃艮第
Hệ mặt trời	太阳系
Biện hộ	倡導
cho	替
Bệnh máu	血症
khăn xếp	襆
Bồi thẩm đoàn	審團
kế bên	旁边
Thương vong	死傷
Vận tải hành khách	客運
trứng cá	獐
Toàn bộ hành trình	全程
Li	橞
dẫn đầu bởi	为首
Câu lạc bộ đua ngựa	賽馬會
Thường sử dụng	通常用
lạ lùng	奇怪
Đối với Châu Á	為亞
nhiều màu	缋
dap xe	骑
Dương	鱚
Chủ yếu	為主
đa dạng hóa	多樣化
đồng hóa	同化
Pinghu	平湖
Lịch sử	史学
Sách	成書
dự trữ	後備
Ming	洺
quạt gỗ	翣
Sưng lên	膨脹
Cát	沙地
xuyên qua	通
Chân	足目
Là một giáo viên	為師
Zhan	鄣
đỏ bừng	酡
Ba vương miện	三冠王
Württemberg	符腾堡
quần áo	服
Qi	玘
tỉ lệ	鳞
Thêm vào	墕
Bray	布赖
Merlin	梅林
đầu lâu	髏
Bengbu	蚌埠
bộ xương	骷
theo chiều dọc	垂直
Xi	濙
cây con	秧
tối	晚间
Lu	潸
Hình ảnh	画面
Người nổi tiếng	知名人士
Poly	保利
Con gái	女兒
Li	橥
Grebe	鉷
NATO	北約
Tiêu Sơn	萧山
Anthony	安東尼
Đình công	纷争
Matsumoto	松本
Giá cả	耗費
Cục tình báo	情報局
phía đông	东方
Đuôi	尾端
Aragon	阿拉贡
chuyến thăm	逛
Dây điện	線電
đã nói	輻
Tỉnh	該省
Có lông	軞
Con đường cũ	老街
Tây Nhật Bản	西日本
Truyền về phía	投向
Người Đài Loan	歌仔
Lu	淥
khuôn	黴
cánh quân	犄
Gia hạn	热内
Một	一
Hạ gục	擊出
Ao	水塘
dấu ngoặc	支架
Jin	瑾
Y khoa	医
Trường học	校舍
Chris	克莉絲
Nhà thầu	承建商
Khói	菸
Thiếu lâm	少林
ô lớn cho quầy hàng	簦
Sau giờ làm việc	工後
Bao vây	圍攻
lời bài hát	歌詞
Sự khác biệt	相差
Laplace	拉普拉斯
Dân chủ Congo	剛果民主
mù	盲人
Ira	伊拉
lật đổ	推翻
Thực tập sinh	学员
Yu Mei	於美
Một vài ngày trước	日前
nghiêm trọng	嚴肅
Cá đối	鎻
dầm ở mái hiên	梠
teo	痿
Meri	梅里
dựa vào	依赖
Cục bướu	藞
Trọng lực	重力
TV thu phí	費電視
Đã chụp	被俘
thở ra	虖
Ai	墤
Hural	呼拉尔
McKinley	麦金莱
Rái cá	奥特
đảng phái	党派
hiệu suất cao	高性能
Gao	泑
Siku Quanshu	四库全书
thời gian	時刻
nhà sinh vật học	生物学家
Ít khi	極少
Trên đất liền	陸上
giới thiệu	推薦
Fran	弗朗
Sử dụng phòng	用房
Ji	璣
đàn bà	婦
Osuke	大佐
Nho giáo	儒家思想
phía Nam Carolina	南卡罗来纳州
thể lực	体力
Tình yêu lớn	大愛
ngày	枣
Tiểu sử Han	漢傳
Xóa sạch	全歼
Meishan	眉山
Cộng sản	共产
Dacheng	大成
sốt rét	痁
Đối với đất	為陸
Mười nghìn bảng	萬英鎊
Hợp lý	正當
bãi đậu xe	停車場
giữa các vì sao	星际
Muối axit	酸盐
Hai	兩部
bông mịn	纊
Chặn	堵
Đội bóng đá	足球隊
Dựa trên	為基礎
Làm hai	成兩
sự thiếu	荒
Dẫn đầu	率先
Gang cá chép	綱鯉
Dần dần	日渐
sự phối hợp	協調
sự ưu tiên	优先
Áp phích nhân vật lớn	大字报
Hàm Đan	邯郸市
Buồn phiền	凾
đầu máy diesel	内燃机车
phân phối	分佈
Người hướng dẫn	教官
đường thủy	水路
Vô hướng	标量
Sher	謝爾
Yuri	尤里
Moat	呠
Nóng bức	炎熱
Những bài hát được ưa chuộng	勁歌金曲
văn hóa	文化
Kinh tế học	經濟學
Pai	湃
Xingye	興業
cây	杝
Rong	嵘
Bận với	忙於
Chung	概
Bianjing	汴京
Ma Zi	馬自
Cây kim	针形
như là	这样
Hảo	郝
thí nghiệm	實驗
sốc	惊
cũng như	以及
đất son	赭
lưới lọc	笊
côn trùng	蝏
nghi ngờ	疑
Newyork	纽约
bất tận	無窮
Tự thiêu	自焚
Trẻ	雏
Gillen	吉伦
cây liễu	杨柳
Hu	寽
Toàn diện	综
phần tiếp theo	续集
mưa	雨
Trái	左侧
Sống sót	存活
Đĩa	磁碟
Qingyuan	清源
Rob	罗伯
gửi	发送
Tổng hợp	合輯
Quyền thành viên	員對
cột cửa	枨
Phòng hòa nhạc	音乐厅
Baidu	百度
Hoàng đế	鸘
tên khoa học	學名
Anh ta	祂
Shi	湜
Đánh bắt cá	捕魚
điều này làm cho	這使
Bảo tồn nước	水利
xoay	翻
không hợp lệ	無效
Nâng cao	更進
Xa	法爾
vận chuyển	转运
đệm	缓冲
mã	码
có thể so sánh	可比
từ	自從
Bể nuôi cá	水族
Quân miền nam	南軍
Cơn thịnh nộ	肆虐
Hàn Quốc	丽
nhiều	阄
xuất hiện	显现
Sammy	森美
Sauropods	蜥腳類
tạp chí	杂志
Shi Jingtang	石敬瑭
Phía sau mặt đất	地後
Trạm nước	水站
lò nung	窑
Fu	茯
Trang Chủ	故鄉
Không cần	無須
Mạc phủ Edo	江戶幕府
bóng ném	手球
cái vòng	箍
tấm màn	簾
Tin tức	新聞
Zhou Wuwang	周武王
Los Angeles	洛杉磯
Địa điểm	地盤
phanh	制动
Tai nạn	速成
Chống lại	兌
Tam tự	三自
Anh và Pháp	英法
dễ dàng	輕易
Jingwei	經為
Húng quế	罗勒
Tốc độ thấp	低速
tín dụng	功勞
Sơ cấp	初等
Hydrazine	肼
Kết hợp	编入
Sự hỗn loạn	乱
Yokohama	橫濱
Trần nhà	天花板
lòng bàn tay	掌
Bất cứ lúc nào	時隨
đứng trong sự kinh ngạc	戁
Sự đổi mới	創新
Tiếp thị	营销
Đã chọn lại	蟬聯
Huyền thoại	相传
Sierra Leone	塞拉利昂
Coccus	球菌
Pháo đài	堡垒
Leah	利亚人
Lên trời	升天
nghi ngờ	懷疑
NênNam giới	應當男
bạc	银
Ưu tú	菁英
phần nhỏ	分数
Vườn	庭園
súng lục	手槍
Vận chuyển đến	运往
khuynh hướng	倾向
lò nung	窯
Co lại	萎縮
Canaan	迦南
Sting	螊
Nhón	夾擊
cuộc tổng tuyển cử	普選
học sinh	瞳孔
lời hứa	諾
Bơi	游泳
Uy tín	知名度
bị thương	负伤
Sáng	璩
Rơi vãi	落差
giao banh	服侍
Ngập	充斥
năng lượng	精力
Giới trẻ	年人
Jerusalem	耶路撒冷
Quảng đông	粵
Hinder	阻
kỷ nguyên	时代
Hiện tại	在現
Đồ dùng	器皿
Hợp nhất	整併
Cistanche	蓯
Maha	马哈
Vị trí	外景
Kaka	卡卡
Dừng lại	阑
Xiao	肭
Enke	恩科
phiên bản mới	新版本
chân trời	地平線
berili	鈹
Một lần	一次
Phía dưới	低于
mờ nhạt	昏
Ký tên	標誌
than vãn	啕
Nhiêu bác sĩ	醫生
Lỗi thời	过时
mendelevium	钔
Nitrat	硝
Malaysia	大马
Sên	蛞
Tần	钦
đế chế La Mã	罗马帝国
蒉	蒉
Khó xử	烞
ngày lễ	假日
Ollie	奧利
Lạc Dương	洛陽
Ou	甌
Tội lỗi	匏
Thời gian	时任
con đường	路徑
Phun trào	喷发
Đăng ký	寄存器
phát sóng	轉播
Đẩy lên	撏
Chiến dịch	競選
Li	頬
dạy	教
Sớm hơn	較早
Quân đội Đức	德军
phòng thủ	保衛
củi	柴
đến	到來
Thành phố và Quận	城縣
có thai	懷
Khoe khoang	騷
kéo ra	挈
bán đảo	半岛
Cạn kiệt	出奔
Được ghi là	錄為
Bang Washington	华盛顿州
Ủy ban cải cách	改委
Trận đấu	賽對
Ngoài ra	另外還
sân khấu chương trình	舞台剧
rượu mạnh	醲
Đi về phía trước	出面
phong kiến	封建
Qi	汱
gọi	称呼
Cùng lớp	同班
Áo ngực	卜拉
con bò cạp	貜
Nhiều thứ khác nhau	流形
bộ	集
Răng nanh	犬齒
Tên	名称
Huh	唰
Thẻ căn cước	身份證
óc	脑
Tỳ kheo	比丘
ký sinh	寄生
Chín năm	九年
Thu hút	引來
Quý Châu	贵州
nịnh nọt	諂
Cuộn	罗尔
scrofula	瘰
Điểm	點則
Thực ra	竟是
Liyou	立有
Đá	踢球
hydro	氫氣
phải	必須
ngành công nghiệp	工业
Xúi giục	冔
Myanmar	緬甸
Sâu	蠖
Châu Úc	澳洲
bệnh sốt rét	瘴
Kui	隗
Tại chỗ	原位
dã thú	獸類
Và sau	及後
Lenin	列宁
Chúc mừng	祝贺
tách rời	分开
Bởi hai	由兩
chu vi	周长
Vượt qua	峠
đạn dược	弹药
Sẽ gặp	會會
Bán	售
Mười nghìn	万
Nổ	爆炸性
Wei	鴅
trang viên	莊園
Quân sự	軍務
Rơm rạ	稭
Wehrmacht	国防军
Si	驷
cái kén	繭
Xây dựng	打造
Chechnya	车臣
Nghịch lý	悖
Sau đó	那么
Người giữ	保持者
Trạm Giang	湛江市
Robin	鸲
Dinan	迪南
Báo cáo	報道
Cải cách chính trị	政改
trường tư thục	塾
Barton	巴頓
Tây Sa	西沙
Li	汧
suốt cả năm	終年
lực lượng	强迫
Giảm bớt	缓和
ghê tởm	厭惡
Đảo ngược	反向
chấp thuận	验收
Dựng lên	架設
Qingyu	青嶼
năng động	动态
Cái gối	皮洛
Bị nghi ngờ	涉嫌
đất dưới tường	壖
Mặt trống	空手
than chì	石墨
Nổ	突發
Hu	斛
Đi học	就學
Trên tay	手上
Địa chỉ	位址
Ý nghĩa	內涵
Trường học	學園
thuyết tương đối	相对论
dịu dàng	绅
Bộ chỉ huy quân sự tỉnh	省军区
hợp đồng	合約
Tongzhi	同知
Tôi	亹
hiện tượng	现象
Cực lớn	特大
Walt Disney	華特迪士尼
ống kính	透镜
Chân dung	肖像
Giữ	搣
Trong	的進
Yamazaki	山崎
Covet	觥
Rắc rối	惎
Hạm đội	車隊
Kết án	判刑
cây mây	菶
bán sỉ	趸
Phổ biến	人氣
nhỏ giọt	淌
纴	躴
Nuss	努斯
Đặt vị trí tại	设于
Đạo Do Thái	犹太教
chuộc lỗi	贖
sóng ngắn	短波
thảm thực vật	植被
khe núi	巇
Định mệnh	天命
không xác định	不得而知
Quan thoại	鳜
người phụ trách	館長
thán từ	欹
Oh	喔
Làng	村子
Trùng Khánh	重庆市
kang	炕
Chúa tể	领主
nghiên cứu	科研
Đặt thành	设为
Diaspora	侨民
Xử lý	应付
cửa tiệm	舖
Tiền nhiều	重金
Purine	嘌呤
Ha guc con thu	追捕
Thành phố thẩm dương	沈阳市
Cốt lõi	蘂
Rào	椛
Poser	波塞
tươi	鮮
phim ảnh	胶片
Quy định	法规
Zai	繧
Ly thân	失散
Xiaoxiwan	小西灣
nông nghiệp	農業
Hoài	淮
châm lửa	焌
Bạn	莜
con bò cạp	螐
Francis	弗朗西
Trên đường	道上
Âu-Á	歐亞大陸
Cắt ra	圉
Ủy ban quân sự	軍事委
Erioformes	鮋形目
chúng tôi	我們
Thần Zeus	宙斯
Hóa học hữu cơ	有机化学
bốn mươi ba	四十三
Longi	隆基
Tàu thuyền	舯
Răng nanh	鞡
Kesen	克森
ghế	座位
Lột vỏ	皮尔
Từ vàng	金字
Jiahe	家河
Nhóm	該組
Toàn bộ	的總
Giám đốc nhà máy	厂长
máy tính để bàn	桌面
Đánh giá phim	影评
Lánh nạn ở	投靠
Reel	轆
quyền lực	强大
Mang	搭載
Khuyến khích	推广
Biển trung quốc	中國海
Konishi	小西
hàng đầu	顶端
xe ngựa	輅
Xuyên qua	穿过
Xem	見到
Tường bên ngoài	外墙
nút thắt	紇
Không sợ hãi	无畏
Yuanming	圆明
Khó xử	怩
Được bao quanh	包围
Thành phố mùa xuân	春市
Đã kết nối	相连
Ngâm	醪
amoniac	氨
Năm ánh sáng	光年
Chân	麓
hung hăng	猖獗
tàu sân bay	航空母舰
Raleigh	雷利
Hàng ngàn	數千
Biển phía Nam	南冰洋
Quyền hạn	管轄
Cấp độ	层面
Ong vò vẽ	黃蜂
khai thác mỏ	礦業
Anqing	安庆
sử dụng	使用
Nâng cao	推進
Bolivia	玻利维亚
Florua	氟化
Kwun Tong	觀塘
Báo chí	報章
kilowatt	千瓦
Rộng lớn	百老
Đổ	浇
Hầu tòa	出庭
Ảnh bìa	旐
ngôi đền	神庙
Một mục	一項
đường sắt	铁道
Thuế	稅務
Ni cô	甔
Khai Bình	开平
hiện hành	当前
Thành phố chính	主城区
Jersey	球衣
trớ trêu	諷刺
Hoảng loạn	慌
Pod	波德
Ngày 21	二十一日
Thương tiếc	殟
Cá áp chảo	盤魚
khí thải	發射
Nấu nướng	烹調
thuê	租金
Sẽ là	將以
Y	逤
Tỉnh Cát Lâm	吉林省
Ben	贲
Yasukuni	安国
Cơ quan ống	管风琴
Còng	枷
Tiểu bang là	國為
lờ mờ	暗淡
Moore	摩爾
Chết	滅亡
điều này	此
opera	歌剧
phô mai	酪
trong phòng giam	细胞内
Nhà khoa học	学家
Giang môn	江门
Tổ tiên	祖
thua	失去
Nguyên	原版
Cao đẳng kỹ thuật	工程学院
Dương xỉ tóc	毛蕨
Bí danh	別名
Adam	亚当
hơi già	老年
Minhe	民和
Người Thượng Hải	上海人
Mãn Châu	满族
đứa trẻ	童
Buổi họp thường niên	年会
Đề cương	纲要
Hội Sinh viên	学生会
gấu nâu	羆
Hiếu chiến	侵略
Hiphop	嘻哈
Joji	佐治
hành tinh	行星
Quốc tịch nước ngoài	外籍
ống khói	囱
hình ảnh	图像
ve sầu	螗
Chọn	採
Bao gồm	列入
đầu máy xe lửa	机车
chung	一般性
cỏ dại	菆
Puli	普利
Trước	从前
Yi	乀
kích thích	激发
Thiếu Lâm Tự	少林寺
Bồ tát	菩
Tasch	塔什
Vân Nam	滇
Chết trên	卒于
quân đội	軍用
Shaoqi	少奇
Tốt	嘛
Ngã	福尔
mạng tinh thể	棂
khách hàng	消費者
Nhiệm vụ đặc biệt	特遣
món thịt hầm	炖
Tiêu chuẩn	制式
người quản lý	管理人
Nửa dưới	下半
Học hỏi	有學
Đảng phái	偏重
Sanyuan	三院
nhân cách	個性
nhóm làm việc	工作组
Thời trang	时装
thiểu não	嚚
Một với	一個以
Tổ chức	主持
sử thi	史诗
thiền học	禪宗
bão táp	暴風
Dương giang	阳江
lớp học	階級
Bất chấp	不管
tổng thể	整體
họ	他們
Rafa	拉法
Quảng trường	广场
Đôi	雙打
Axit carbonic	碳酸
cái cổ	頸部
sự tan rã	解體
nịnh nọt	諛
tránh xa	遠離
Tấn	莍
Bầy đàn	众
Zhu	趒
Từ chối	赤緯
Hắc Long Giang	黑龙江
Morris	莫里斯
sâu	深处
liều lượng	劑量
bọng đái	膀胱
Shi	轼
Ngành thủy sản	渔业
Và vốn	與資
Tìm thấy một quốc gia	开国
đèn lồng	燈籠
Khu vực thang máy	舉區
người Ấn Độ	印度人
nguyên	原著
cesium	銫
sự dũng cảm	烩
Hơn	越
Lùn nâu	棕矮星
Phiên bản mới	新版
bỏ phiếu	票選
cây búa	捶
McLee	麥理
Nar	納爾
Xiushan	秀山
tích hợp	集成
Hồng	泓
Cái gọi là	故称
Nên	应当
Bệnh viện	病院
Nghe	聽到
Kịp thời	上時
Asashi	朝時
Chú ý đến	理會
Dài hạn	远期
Địa ngục	地狱
Thánh tích	遺物
Vội vàng	潲
Cháy	燔
lò vi sóng	微波
Sách	本書
Biến đổi	變量
Góc phần tư	象限
Frederic	弗雷德里
Mờ nhạt	澅
Âm	鞕
Từ chối	下滑
Siêu âm thanh	超音速
Ye	諤
Xia	呫
Sau khi đầy đủ	滿後
biên giới	边疆
Chen	宸
Nhưng đúng	卻對
Yan	焉
Caro	卡羅
táo	蘋
Bồ công anh	蒲公
gai	刺
dấu	唛
Shato	沙托
Đánh giá	評價
Máy móc	械
tên nick	綽號
Marley	馬利
Tỉnh lỵ	省府
Yi	泴
terbium	铽
Gunzburg	茨堡
tranh chấp	爭執
Yongding	永定
tóm lại	總結
Nối tiếp	連環
sự áp bức	壓迫
được bảo chứng	奥斯特
Đường Huyền Tông	唐玄宗
đồng ý	同意
thực dụng	实用
Hua County	化县
chất làm se	澀
đá phiến	石板
giáo phái	教派
cái khiên	蔽
Richeng	日成
Từ	从
đường sắt	轨
Qiang	羌
Độc lập	单机
khu vực	面积
Gọi chung	统称
Longjiang	龙江
Sáng	烱
Walla	瓦拉
United Airlines	聯合航空
Đã sẵn sàng	已
Một lát sau	後獲
chuyển khoản	移送
âm thanh của một vụ tai nạn	訇
vải	布
Ăn thịt	肉食性
Thở	呼吸
Anh quốc	乌克
Đặt theo tên	得名
khối lượng	弥撒
dầu	石油
Rand	蘭特
ngu Google dịch dở	鐳
Trò chơi	場比賽
Khởi nghiệp	創業
bộ phương trình	方程组
Cái nút	按钮
Theo thời gian	不时
Sau chiến thắng	勝利後
Thống đốc	州長
sẽ	遗嘱
Giữa và	間與
Ke	岢
chiến binh	戰士
Mờ nhạt	毳
liếm	舐
lái xe	驱动
Academia	學界
đường bang	国道
Xếp hạng lên đến	率達
Xếp hạng	收視率
Người dơi	蝙蝠侠
谳	谳
Bản nháp	選秀
Phong cách Nhật Bản	日式
